Year,Month,UniqueID,Discipline,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,DisciplineOther,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,StatusOther,OS,CurrentProgramming,CurrentDatabases,CurrentVersionControl,CurrentShell,CurrentSatisfaction,WhyAttending,Column27,Column28,Column29,WhyAttendingOther,Exposure,Column31,Column32,Column33,Column34,Column35,ExposureOther,ProgrammingLanguageCovered,RawData,WriteScript,SearchOnline,OvercomeProblem,ProgrammingSoftware,AnalysesEasier,HopeToLearn,Country,Gender,GenderOther,Race,Column43,Column44,Column45,Column46,Column47,Column48,RaceOther
2017,12,1pauni,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,How/If I can apply programming and other bioinformatic tools to my data analysis,United States of America,Female,,,,,Hispanic or Latino(a),,,,
2017,12,0hecho,,,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,,United States of America,Male,,,Asian,,,,,,
2017,12,1eajan,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Agree,Agree,Agree,,United States of America,Female,,,,,,,White,,
2017,12,2xican,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,UNIX/Linux,Several times per year,Never,Several times per year,Several times per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,workflow automating,United States of America,Male,,,Asian,,,,,,
2017,12,,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,Notice from board,R,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,,Ethiopia,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,0meadi,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,,,,R,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,I hope I will get a best introductory skill on how to use R for my data analysis. And ended I will have know a good know how on R.,Ethiopia,,,,,,,,,,
2017,12,2PO3NO,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Less than once per year,Less than once per year,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,United States of America,Male,,,,,Hispanic or Latino(a),,,,
2017,12,1nasun,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Less than once per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,,United States of America,Female,,,Asian,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,3prsou,,,Biomedical/Health Sciences,,,,,,Library Sciences,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Neutral,,United States of America,Female,,,,,,,White,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,2brang,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Less than once per year,Less than once per year,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,Neither,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,"I am most looking forward to learning more about the unix shell and incorporating cloud computing/genomics analysis into my research. I have prior experience with R and python, but am new to bash and the non-statistics side of readying genomics data.",United States of America,Female,,,,,,,White,,
2017,12,4mistr,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,I am hoping to learn some more efficient ways to organize and analyze my data than the software/approaches I am currently using,Canada,,,,,,,,,,
2017,12,0luber,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Daily,Monthly,Never,Monthly,Neutral,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Agree,Neutral,Agree,Disagree,Disagree,Agree,,United States of America,Male,,,Asian,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,1grjoh,,Bioinformatics/Genomics,,,,,,,,,Mathematics or Statistics,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,Weekly,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,I hope to establish a base understanding of the programs that will be taught during the workshop.,United States of America,Female,,,,,,,White,,
2017,12,2gr4th,,,,,,,,,,,,,,statistics,,,,Faculty,,,,,,,Windows,Less than once per year,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,"R, and the data looks interesting for future use in class",United States of America,Male,,,,,,,White,,
2017,12,0sacar,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,,Canada,,,,,,,,,,
2017,12,1taoak,,,Biomedical/Health Sciences,,,,,,,,,,,Pharmaceutical Science,,Graduate Student,,,,,,,,,Windows,Less than once per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,,United States of America,Female,,,Asian,,,,,,
2017,12,1kobon,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,Research Staff,,,,Apple/Mac OS,Several times per year,Never,Never,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Agree,Strongly disagree,Agree,Neutral,Disagree,Agree,Data mining and management. ,Canada,,,,,,,,,,
2017,12,0puham,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Monthly,Weekly,Daily,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Neither,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Better ways to organize and automate data collection and analysis. ,United States of America,Male,,,Asian,,,,,,
2017,12,1scbar,,,Biomedical/Health Sciences,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Monthly,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Agree,Neutral,Agree,Strongly agree,"Understanding the extend of what I can do with R Studio, and being able to already understand and operate the basics of data management/representation.",Canada,,,,,,,,,,
2017,12,4wodeb,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,R,Strongly agree,Neutral,Agree,Neutral,Neutral,Agree,"I hope that the training workshop will enhance my skill on data management, analysis and programming. ",Ethiopia,,,,,,,,,,
2017,12,,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly disagree,Agree,Agree,Disagree,Neutral,Strongly agree,I am hoping to learn how to use R language since I have zero background. And manage my data. ,United States of America,Female,,,,,,,White,,
2017,12,8auccx,,Bioinformatics/Genomics,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,UNIX/Linux,Weekly,Never,Never,Weekly,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,United States of America,Male,,,,,,,,I prefer not to say.,
2017,12,,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,,"Posted on announcement board at Graduate building of AAU, Science Faculty",R,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,How to enter data into the R program and how to analyze according to the guideline,Ethiopia,,,,,,,,,,
2017,11,2mashe,,,Biomedical/Health Sciences,Business/Economics,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Neutral,Neutral,Neutral,How to manage data through excel and R.,Canada,,,,,,,,,,
2017,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albania,,,,,,,,,,
2017,11,0shhad,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,Undergraduate Student,,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,,Canada,,,,,,,,,,
2017,11,1cacli,,Bioinformatics/Genomics,Biomedical/Health Sciences,Business/Economics,,,,,,Life Sciences,,,,,Undergraduate Student,,,,,,Research Staff,,,,Apple/Mac OS,Never,Never,Never,Several times per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Neutral,"I have a good understanding of some efficient ways of organizing and analyzing data (with Excel, mainly) but still do a lot of things manually. I am generally proficient with computers in life, and take every opportunity I can get to automate tasks, but am currently limited to what GUI-based automation software can provide (e.g. Automator on Mac, IFTTT/Zapier for web services). Of course, none of those are really helpful for data analysis, so I'd like to learn how to automate routine number-crunching/data display processes.",Canada,,,,,,,,,,
2017,11,2otwat,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,,Windows,Never,Weekly,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,,Canada,,,,,,,,,,
2017,11,3grlak,,,,,,,,,,,Mathematics or Statistics,,,,,,,Faculty,,,,,,,Windows,Several times per year,Never,Less than once per year,Never,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Data cleaning techniques / data management / data visualization / SQL,United States of America,Male,,,,,,,White,,
2017,11,0susou,,,,,,,,,,,,,,microbiology,,,Postdoctoral Researcher,,,,,,,,Windows,Less than once per year,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Neutral,Disagree,Agree,,United States of America,Female,,,Asian,,,,,,
2017,12,1mukea,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,Read about it in a newsletter or university web site,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Learn analzying NGS or Microarray Data efficiently,United States of America,Male,,,Asian,,,,,,
2017,11,1arnor,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Less than once per year,Never,Less than once per year,Less than once per year,Not applicable,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,,iJobs email,I don't know/I don't remember,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Improve R proficiency,United States of America,Female,,,,Black or African American,,,,,
2017,11,2neade,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,,United States of America,Male,,,Asian,,,,,,
2017,11,1ximai,,,,Business/Economics,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Less than once per year,Never,Never,Satisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,,Canada,,,,,,,,,,
2017,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afghanistan,,,,,,,,,,
2017,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,1momar,,,,,,Earth Sciences,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,Daily,Never,Daily,Daily,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Agree,,,,,,,Australia,,,,,,,,,,
2018,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,2be116,,,,,,,,Humanities,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,Weekly,Weekly,Never,Monthly,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Skills in R and best management practices for storing and organizing my own data. ,Canada,,,,,,,,,,
2017,11,1mabru,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,,,,,,,,PhD candidate,Apple/Mac OS,Several times per year,Monthly,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Agree,Agree,Neutral,Neutral,,Switzerland,,,,,,,,,,
2017,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,1atseg,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Less than once per year,Never,Several times per year,Less than once per year,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Agree,Agree,Neutral,Agree,Disagree,Agree,Sometimes my work involves programs that need some work with R,Switzerland,,,,,,,,,,
2017,11,1kileg,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,Government Employee,Research Staff,,,,Windows,Weekly,Less than once per year,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Disagree,Strongly disagree,Agree,Agree,Disagree,Agree,"Proper data management, analysis and/programming.",South Africa,,,,,,,,,,
2017,11,1vivoo,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Monthly,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Agree,A basic and better understanding at using R and other programming launguages and tools that could make me more efficient at dealing with data in my research,South Africa,,,,,,,,,,
2017,11,1segie,,,,,,,,,,,,,,Public and development management,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neutral,learn how to work with data using programming language,South Africa,,,,,,,,,,
2017,11,2lopen,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Daily,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,,Switzerland,,,,,,,,,,
2017,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,3paric,,,,,,,,,,,,,,"research development, support, management",,,,,,,,,,Research manager,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,
2017,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,2bwnin,,,,Business/Economics,,,,,,,,,,,,,,Faculty,,,Research Staff,,,,Windows,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,,Read about it in a newsletter or university web site,,,,,,R,Neutral,Strongly disagree,Neutral,Neutral,Agree,Agree,Basic programming in R,South Africa,,,,,,,,,,
2017,11,0fihal,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,Biotechnology,,,,,,,,,,PhD student,Windows,Monthly,Less than once per year,Never,Never,Satisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly agree,I hope to learn more about R and to manage to analyse my data.,Switzerland,,,,,,,,,,
2017,11,2keble,,,,,,,,Humanities,,,,,Social Sciences,Political Science,,Graduate Student,,,,,,,,,Windows,Less than once per year,Never,Never,Never,Unsatisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,To help organise and catalogue my research,Received an email about the workshop,,,,,,,R,Agree,Disagree,Strongly agree,Disagree,Neutral,Agree,Skills that will be useful not only in my current research but also in future academic and professional endeavours,South Africa,,,,,,,,,,
2017,11,4mokle,,,Biomedical/Health Sciences,,,,,,Library Sciences,,,,,,,,,,,,,,,Librarian,Windows,Never,Never,Never,Never,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Neutral,Strongly agree,Agree,Neutral,Agree,,South Africa,,,,,,,,,,
2017,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,4alkam,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,,Apple/Mac OS,Never,Never,Never,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,"Handling/ceeping track of large amounts of data without loosing data due to the way it is stored, or during transfer or when used for analysis.",South Africa,,,,,,,,,,
2017,11,2eadeb,,,,Business/Economics,,,,,,,,,,,,Graduate Student,,Faculty,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,I am a complete novice in programming languages so I am hoping to learn some basic steps that will assist me to start using programs like R with data management and analysis,South Africa,,,,,,,,,,
2017,11,4upbea,,,,,,,,,Library Sciences,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,Never,Less than once per year,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,R,Neutral,Strongly disagree,Agree,Agree,Neutral,Neutral,"Using programming languages, specifically R ",South Africa,,,,,,,,,,
2017,11,3cakle,,,,,,,,Humanities,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,Mostly just to learn something new that could be useful.,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Strongly disagree,Agree,Agree,Strongly disagree,Neutral,,South Africa,,,,,,,,,,
2017,11,7ctdor,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Less than once per year,Daily,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,How to manage and present data effectively,South Africa,,,,,,,,,,
2017,11,3ramer,,,,,,,,Humanities,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,,,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Strongly disagree,Neutral,Disagree,Disagree,Strongly agree,,South Africa,,,,,,,,,,
2017,11,1blbra,,,,,,,,,Library Sciences,,,,,,,Graduate Student,,,,,,,,Librarian,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Neutral,,South Africa,,,,,,,,,,
2017,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,11,4cejig,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,To get an iintroduction to RStudio and use it to process my data and produce publishable statistics and graphs,Received an email about the workshop,Read about it in a newsletter or university web site,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Neutral,Disagree,Neutral,Agree,Sorting data and creating a database for our research group's data. Also to learn to use RStudio to process my data and create automated Rscripts to for creating similar graphs and statistical analyses of my data wit different data sets. So I don't have to copy and paste  data into excel spreadsheets and create the same formulas over and over.,South Africa,,,,,,,,,,
2017,11,1capre,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Less than once per year,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Data capture and processing,South Africa,,,,,,,,,,
2017,11,6caarm,Agricultural or Environmental Sciences,,,,,,,,Library Sciences,,,,,,,,,,,,,,,Librarian,Windows,Never,Never,Never,Never,Not sure,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,I would like more insight as to how R works,South Africa,,,,,,,,,,
2017,11,2vobra,,,,,,,,Humanities,,,,,Social Sciences,,,,,,,,,,,Faculty Librarian,Windows,Never,Never,Never,Never,Not applicable,,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,It is expected of me to gain knowledge about this sothat I can understand my clients needs better,South Africa,,,,,,,,,,
2017,11,4camoz,,,,,,,,,Library Sciences,,,,Social Sciences,,,,,,,,,Management/Administrator,,Librarian,Windows,Never,Less than once per year,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,R,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Learning new skills re the management of data,South Africa,,,,,,,,,,
2017,11,2nyori,,,,,,,,,Library Sciences,,,,,,,,,,,,,,,Science Librarian,Windows,Never,Never,Never,Never,Not applicable,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Neutral,Disagree,Neutral,,South Africa,,,,,,,,,,
2017,11,1duhen,,,,,,Earth Sciences,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Disagree,Disagree,Neutral,"Handling large data sets, learning to use a more powerful statistical program (something better than excel), getting statistical significance from my data",South Africa,,,,,,,,,,
