End Date,NewDate,When are you taking this survey?,Will this be your first time attending a Data Carpentry workshop (as a learner)?,Which of the following describes your current status?,Column2,Are you age 18 or above?,"Your department or division (e.g. Microbiology and Molecular Genetics, Environmental Engineering, Sociology, etc):",Your research discipline,Column3,"In three sentences or less, please describe your current field of work or research question.",What operating system is on the computer you are bringing to the workshop?,"Will you be attending the workshop with colleagues, friends, or classmates?","How often to you currently use programming languages (R, Python, etc.) or databases (Access, SQL, etc.)?",What tools do you frequently use to manage and/or analyze data? Check all that apply.,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Do you currently have a dataset that you would like to analyze?,Please enter your level of satisfaction with your current:,Column14,Please rate your level of agreement with the following statements:,Column15,Column16,Column17,Please share what you most hope to learn from attending this workshop.,Does this workshop take place in the United States?,Your age,Your gender,Column18,Race/Ethnicity,Column19
10/12/16 20:39,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,information systems and operation management,Computer science and electrical engineering,,I am a final semester masters student from the Information systems and operation management department,Windows,No,Monthly,,Excel or other spreadsheet program,,SQL,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Not sure,Not sure,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,I want to make a career in data science.this is one of the steps in that direction,Yes,25-34,Male,,Asian / Pacific Islander,
10/12/16 20:22,2016-10,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Biochemistry and molecular biology,"Life science (biology, genetics)",,Understanding cardiac metabolism using conventional and dynamic nuclear polarization (DNP)-enhanced NMR spectroscopy.,Linux,No,Daily,,Excel or other spreadsheet program,,,,Python,MATLAB,,the command line (shell),,,I am working on generating data.,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Yes,Prefer not to say,Prefer not to say,,Prefer not to say,
10/12/16 18:40,2016-10,I am taking this survey before coming to the workshop,Yes,Faculty,,Yes,WEC,"Life science (ecology, zoology, botany)",,My work focuses in the drivers of epizootic hemorrhagic disease virus in Florida and vaccine development for curbing disease impacts. ,Windows,No,Several times a year,,Excel or other spreadsheet program,FileMaker Pro or Microsoft Access,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Very unsatisfied,Very unsatisfied,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,How to quickly and effective generate reports from large data sets. ,Yes,25-34,Female,,White / Caucasian,
10/12/16 17:19,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Psychology,Other (please specify),Behavior Analysis,,Windows,No,Several times a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,How to more efficiently analyze large sets of data. ,Yes,25-34,Male,,White / Caucasian,
10/12/16 13:06,2016-10,I am taking this survey before coming to the workshop,Yes,,,Yes,sociology,Humanities,,project management,Windows,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/16 12:00,2016-10,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Biological Chemistry,"Life science (biology, genetics)",,"I am working on the interaction between rice and the rice blast pathogen Magnaporthe oryzae. In particular, I am studying the molecular interaction between the rice resistance protein Pik and the pathogen effector AVR-Pik, with the view to extend rice resistance to the pathogen. ",Windows,Not sure,Several times a year,,Excel or other spreadsheet program,,,R,,,,,,,I am working on generating data.,Neutral,Neutral,Agree,Strongly agree,Agree,Neutral,"The part I am more interested in is how to best organize big dataset in Excel spread sheets, how to export them in more widely accepted formats, and perform different statistical analyses on them.  I am also looking forward to learn about OpenRefine  ",No,,,,,
10/12/16 11:41,2016-10,I am taking this survey before coming to the workshop,Yes,Industry,,Yes,Molecuar Genetics,"Life science (biology, genetics)",,Marker assisted selection for sugarbeet plant breeding,Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I am working on generating data.,Neutral,Neutral,Agree,Agree,Neutral,Neutral,,No,,,,,
10/10/16 11:08,2016-10,I am taking this survey before coming to the workshop,Yes,Other (please specify),Deputy Director of Assessment,Yes,Data Carpentry,Other (please specify),Educational Research,Assessment of learning outcomes.,Apple OS,No,Several times a year,,Excel or other spreadsheet program,,,,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Agree,Neutral,Neutral,Neutral,To learn how to run analyses in R,Yes,25-34,Female,,Black or African American,
10/6/16 17:32,2016-10,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16 14:21,2016-10,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16 10:55,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/16 6:22,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Molecular Genetics,Other (please specify),Plant science,Mechanism of waterlogging tolerance in plant,Windows,Not sure,I have never programmed,,,,,,,,,,Not sure,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Agree,Strongly agree,Agree,Agree,How to handle and analyze big data set,No,,,,,
10/3/16 9:29,2016-10,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/16 4:47,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,Yes,Ecology and Evolution,"Life science (biology, genetics)",,"I study sexual selection and female mating choice, and male pathogen resistance, using Drosophila flies. ",Windows,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/16 2:16,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Evolutionary biology,"Life science (biology, genetics)",,I am looking resistance coming from receptors of the innate immune system l,Apple OS,Yes,Monthly,,,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I would like to look what are th easiest options to organise data.,No,,,,,
10/2/16 5:21,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Ecology,"Life science (ecology, zoology, botany)",,How does biodiversity affect ecosystem functioning in freshwater systems? How does spatial connectivity modulate this effect?,Apple OS,No,Monthly,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"- I don't really know how to write loops to make things repeatable rather than running them each individually, so I would like to become more efficient with my scripts  - my data is currently stored in individual csv files, maybe there is a better database way of handling this?",No,,,,,
9/30/16 16:33,2016-09,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Faculty,,Yes,,"Life science (biology, genetics)",,Genetics of epigenetics and regulation of mammalian meiosis. We produce lots of ChIP-seq and RNA-seq results using mice and look for genes that regulate recombination initiation or chromatin mark positioning.,Windows,Yes,I have never programmed,,,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Agree,Strongly agree,Strongly agree,Neutral,,Yes,55-64,Male,,White / Caucasian,
9/30/16 16:30,2016-09,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,Yes,Bioinformatics,Statistics,,Applied statistics and bioinformatics education,Apple OS,Yes,Daily,,Excel or other spreadsheet program,,,R,Python,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Yes,,,,,
9/30/16 8:31,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/16 6:15,2016-09,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Faculty,,Yes,Biochemistry,"Life science (biology, genetics)",,Whole genome analyses of dsRNA viruse.s.    Ion Torrent whole exon sequence and gene sequnce analyses. ,Windows,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,To be able to start to help myself in this field.,No,,,,,
9/30/16 5:02,2016-09,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Ecology and Behaviour,"Life science (ecology, zoology, botany)",,I'm studying cognition in cleaner fish.,Windows,Yes,Weekly,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Not sure,Not sure,Strongly agree,Agree,Agree,Neutral,"to be better in managing data, in a more efficient way",No,,,,,
9/29/16 21:18,2016-09,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,University Library,Other (please specify),n/a Systems Librarian,I work with a system that can potentially be queried with python and it's current BI structure is based on Oracle SQL.,Apple OS,Not sure,Several times a year,,Excel or other spreadsheet program,,SQL,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Strongly agree,Agree,Agree,Agree,The possibilities of using Ro or Python to query data sets.,No,,,,,
10/25/16 11:07,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:07,2016-10,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Biochemistry,"Life science (biology, genetics)",,Application of dynamic nuclear polarization and nuclear magnetic resonance spectroscopy to understand cardiac metabolism under different physiologies.,Linux,No,Weekly,,Excel or other spreadsheet program,,,R,Python,MATLAB,,the command line (shell),,,I am working on generating data.,Unsatisfied,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Effective data management strategies  Using R effectively.,Yes,Prefer not to say,Prefer not to say,,Prefer not to say,
9/29/16 13:18,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/16 12:55,2016-09,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Other (please specify),research scientist,Yes,,"Life science (biology, genetics)",,genetic eye disorders,Apple OS,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Satisfied,Satisfied,Agree,Agree,Agree,Agree,analyze DNA sequence data,Yes,55-64,Male,,Asian / Pacific Islander,
9/29/16 12:38,2016-09,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Microbiology,"Life science (biology, genetics)",,The possible use of endospores for paleoecological studies.,Windows,Not sure,Several times a year,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Agree,Strongly agree,Neutral,Neutral,Learn new tools for organizing and treating my data sets and discover the possibilities offered by the programs presented during the course.,No,,,,,
9/29/16 9:49,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/16 9:42,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/16 9:12,2016-09,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:08,2016-10,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Molecular genetics,"Life science (biology, genetics)",,Looking for Candidate genes that control hemoglobin switching,Apple OS,Yes,Several times a year,,,,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Very unsatisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,,Yes,25-34,Female,,Black or African American,
10/25/16 11:09,2016-10,I am taking this survey before coming to the workshop,No,Staff,,Yes,Research,"Life science (biology, genetics)",,"Hematology, RBC development",Apple OS,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Satisfied,Satisfied,Agree,Neutral,Neutral,Neutral,command line tricks,Yes,35-44,Male,,Prefer not to say,
10/25/16 11:08,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,Yes,Environmental Biology,"Life science (ecology, zoology, botany)",,Population spatial structure in humpback whales,Windows,No,Daily,,Excel or other spreadsheet program,FileMaker Pro or Microsoft Access,,R,Python,MATLAB,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Agree,Neutral,additional data analysis tools,Yes,25-34,Female,,White / Caucasian,
10/25/16 11:09,2016-10,I am taking this survey before coming to the workshop,No,Post-doc,,Yes,Genetic Resource Sciences,"Life science (biology, genetics)",,I study developmental genetics with a focus on patterning of the developing embryo.,Apple OS,Yes,Several times a year,,,,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Very unsatisfied,Agree,Strongly agree,Strongly agree,Agree,Learn basic data management for large sequencing data sets,Yes,25-34,Female,,White / Caucasian,
10/25/16 11:09,2016-10,I am taking this survey before coming to the workshop,Yes,Faculty,,Yes,Research,"Life science (biology, genetics)",,Disease mechanisms in ciliopathies,Apple OS,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Very unsatisfied,Very unsatisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,getting started,Yes,65-74,Male,,White / Caucasian,
10/25/16 11:09,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Staff,,Yes,Peters,"Life science (biology, genetics)",,Basic research on erythropoiesis and diseases of the blood.,Apple OS,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,functionality,Yes,45-54,Male,,Hispanic or Latino,
10/25/16 11:08,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),No,Staff,,Yes,Molecular Genetics,"Life science (biology, genetics)",,Genetics of kidney disease and aging,Apple OS,No,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Unsatisfied,Agree,Agree,Disagree,Agree,Basic unix language for application in Image analysis,Yes,35-44,Female,,White / Caucasian,
10/25/16 11:09,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),No,Faculty,,Yes,Research,Space sciences,,Basic mechanisms of erythropoiesis in health and deisease,Apple OS,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,anything is a plus!,Yes,55-64,Female,,White / Caucasian,
9/29/16 8:41,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/16 3:40,2016-09,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/16 11:24,2016-09,I am taking this survey before coming to the workshop,Yes,Other (please specify),data analyst - municipal government,Yes,,Economics,,Economic data analysis in real estate domain for municipal government. ,Linux,No,Weekly,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Not sure,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,organized workflow,No,,,,,
9/28/16 11:00,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:10,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,System Genetics,"Life science (biology, genetics)",,"We are looking at the genetics of various forms of kidney disease and kidney dysfunctions through QTL mapping, GWAS, and system genetics using mouse models.",Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,"I would like to understand the basics of coding with R, how data is tracked in R, and how to create reproducible and traceable data analysis results. I would also like to be aware of good note keeping and data management strategies for R or python analysis in scientific fields.",Yes,25-34,Male,,White / Caucasian,
9/28/16 10:13,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/16 9:51,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/16 9:14,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/16 9:05,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:10,2016-10,I am taking this survey before coming to the workshop,Yes,Faculty,,Yes,Inst for Integrative Toxicology,"Life science (biology, genetics)",,Computational Toxicology and Genomics,Linux,No,Weekly,,Excel or other spreadsheet program,,,R,Python,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Learn new genomics tools and better organize my computational workflow.,Yes,35-44,Male,,Asian / Pacific Islander,
10/25/16 11:10,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,Yes,Biochemistry and Molecular Biology,"Life science (biology, genetics)",,Specialized metabolism in angiosperms,Apple OS,No,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Neutral,How to use HPC resources to analyze bioinformatics data,Yes,25-34,Male,,White / Caucasian,
10/25/16 11:10,2016-10,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,Yes,Biochemistry and Molecular Biology,,,Sporulation and development in Myxococcus xanthus and Bacillus subtilis,Windows,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I am working on generating data.,Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Agree,Neutral,Working with genomic analysis,Yes,18-24,Female,,Other (please specify),Indian
9/28/16 8:59,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/16 8:47,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:11,2016-10,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Epidemiology and Biostatistics,Other (please specify),Statistical genomics,Statistical methods for analysis of genomic data from complex traits or diseases.,Apple OS,No,Daily,,,,,R,,,,,,,I do not have data yet.,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,"To understand data related to NGS experiments; To analyze NGS data following a proper workflow, quality control steps; To visualize results and make proper interpretation of them.",Yes,25-34,Female,,Hispanic or Latino,
9/28/16 5:31,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/16 23:58,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/16 22:29,2016-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:12,2016-10,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,"Department of Plant, Soil & Microbial Sciences MSU","Life science (biology, genetics)",,"I am a Plant Breeder, always generates and handles the breeding data.  However with advent of molecular breeding i am intended to learn how to analyze the said data.  ",Windows,Not sure,I have never programmed,,,,,,,,,,,Windostat,I do not have data yet.,Not sure,Not sure,Strongly agree,Agree,Agree,Neutral,To analyze the molecular breeding data,Yes,35-44,Male,,Asian / Pacific Islander,
10/25/16 11:12,2016-10,I am taking this survey before coming to the workshop,Yes,Other (please specify),PhD,Yes,Plant Biology,"Life science (ecology, zoology, botany)",,"plant nutrition, and my PhD project is aimed to find out why some lupinus species prefer acid soils, while some others prefer calcareous soils",Windows,Not sure,Weekly,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,"Never used these programmes in the coming workshop, hope could have an idea and help me to better analyze my data",No,,,,,
9/27/16 20:47,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:13,2016-10,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,Genome Technologies,"Tech support, lab tech, or support programmer",,Technologist in Genome Technologies. I currently operate Illumina sequencers. I am also involved with library rep and nucleic acid isolation.,Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,I would like to understand how to use fastq files.,Yes,25-34,Male,,White / Caucasian,
10/25/16 11:13,2016-10,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,IBio,"Life science (ecology, zoology, botany)",,"We are currently using MiSeq amplicon (e.g., 16S and ITS) libraries to characterize microbial communities. We are interested in how environmental stress (e.g., desiccation and N amendment) affects microbial community stability.",Apple OS,No,Less than once a year,,Excel or other spreadsheet program,,,R,,,,the command line (shell),,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Agree,Become more comfortable with our lab's bioinformatics pipeline.,Yes,35-44,Male,,White / Caucasian,
10/25/16 11:13,2016-10,I am taking this survey before coming to the workshop,No,Post-doc,,Yes,Microbiology and Molecular Genetics,"Life science (biology, genetics)",,"I study molecular epidemiology of infectious diseases, i.e. Campylobacteriosis. I am interested in learning bioinformatic tools to analyze whole genome sequencing data of pathogens.",Apple OS,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Strongly agree,Agree,Neutral,Agree,Using R for molecular data,Yes,35-44,Female,,Asian / Pacific Islander,
9/27/16 9:58,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:14,2016-10,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,Genetic Resource Science,Other (please specify),Scientific data curator/annotate mouse genome,"define and describe spontaneous mouse mutations, annotate mouse genome",Apple OS,No,I have never programmed,,Excel or other spreadsheet program,FileMaker Pro or Microsoft Access,,,,,,,,databases such as MGI,I do not have data yet.,Not applicable,Not applicable,Agree,Agree,Agree,Neutral,basic 101 of computational biology/data management/processing,Yes,Prefer not to say,Female,,Prefer not to say,
9/27/16 4:52,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/16 1:26,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:14,2016-10,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,Genome Technologies- Scientific Services,"Life science (biology, genetics)",,High throughput sequencing core lab manager.,Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Unsatisfied,Strongly disagree,Neutral,Neutral,Neutral,,Yes,35-44,Female,,White / Caucasian,
9/26/16 12:36,2016-09,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Molecular Oncology,"Life science (biology, genetics)",,DNA topology and its effect on replication and transcription,Apple OS,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Not applicable,Not applicable,Strongly agree,Strongly agree,Neutral,Neutral,,No,,,,,
9/26/16 11:57,2016-09,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,DNA Metabolism,"Life science (biology, genetics)",,Defining metabolic profiles of cells coming from A-T patients versus healthy Controls,Apple OS,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Very unsatisfied,Very unsatisfied,Agree,Agree,Agree,Neutral,Organizing and better understanding my experimental data,Yes,35-44,Female,,Prefer not to say,
10/25/16 11:14,2016-10,I am taking this survey before coming to the workshop,Yes,Faculty,,Yes,Plant Breeding and Genetics,"Life science (biology, genetics)",,Identification of QTLs for Pythium resistance in Soybean,Windows,Yes,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Not sure,Not sure,Agree,Agree,Agree,Neutral,,Yes,25-34,Male,,Other (please specify),Indian Muslim
9/26/16 11:01,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 10:58,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 10:03,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 10:02,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 7:14,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 6:52,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 6:52,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 5:34,2016-09,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,,"Life science (biology, genetics)",,,Apple OS,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,,No,,,,,
9/26/16 4:32,2016-09,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Earth and Environment,Other (please specify),Transport,"GPS data, Public Transport Data",Windows,No,Several times a year,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Hands on data analysis,No,,,,,
9/26/16 3:03,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 2:34,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 1:37,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/16 0:48,2016-09,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,plant biology,"Life science (biology, genetics)",,using RNA-Seq to identify the contigs differentially expressed between the susceptible and resistant plant populations to herbicide. ,Windows,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Strongly agree,Neutral,Neutral,Neutral,I am struggling with my RNA-Seq data which need Linux or Python software to analyse. I hope I can learn more information about it.,No,,,,,
10/25/16 11:16,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Biochemistry,"Life science (biology, genetics)",,"Molecular biochemistry, researching and characterizing different enzymes in humans.",Windows,Yes,Several times a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Unsatisfied,Unsatisfied,Strongly agree,Agree,Neutral,Disagree,"Skills in R, Excel and data analysis.",No,,,,,
9/25/16 21:12,2016-09,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/16 11:16,2016-10,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Microbiology/Environmental Sciences,"Life science (biology, genetics)",,Soil microbiome of coal mine rehabilitation site.    Are there microbial species markers (bio-markers) for the prediction of ecosystem recovery?  ,Windows,Yes,Several times a year,,Excel or other spreadsheet program,,,R,,,,,,SPSS,I am working on generating data.,Neutral,Satisfied,Strongly agree,Strongly agree,Agree,Agree,To improve my knowledge of R and data management,No,,,,,
