Year,Month,Workshop,UniqueID,ProgrammingLanguage,RawData,WriteProgram,SearchOnline,OvercomeProblem,ProgrammingSoftware,AnalysesEasier,ImmediatelyApply,Comfortable,WorkWithData,ProgrammingEfficient,WorkshopStrengths,WorkshopImprovements,AccessibilityIssues,AccessibilityResponse,InstructorsClearAnswers,InstructorsEnthusiastic,InstructorsInteracting,InstructorsKnowledgeable,InstructorsOpenEnded,LikelyToRecommend,Country
2017,10,Reproducible Research,3chtra,Python,,,,,,,,,,,"This workshop was an absolute disaster. Ian assumed an incredible amount of prior knowledge on Python, leading to frustration among the majority of attendees. When we could not get the files to open on my computer, those who claim to be good on computers advised me to just sit and do nothing for the remaining 4.5 hours of the workshop.",This was a total waste of my time and I will be sure to advise everyone in my department to avoid these workshops at all cost.,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Ian was possibly the worst instructor I have had in any workshop, course, learning environment ever. Mumbling to the point of being inaudible, failure to make eye contact with participants, assumption of extensive prior knowledge in Python (he didn't even explain what Terminal is, how to open it, and why we use Terminal to communicate with our machines). There were no checks along the way to determine if students had accomplished the goals set out in order to build mastery and confidence. The instructors implemented a system with post-it notes whereby you would adhere a red post it note to your computer if you were having issues. As the necessary files would not open on my fully functioning, brand new computer, I adhered a red post it to my machine for hours and sat, unable to follow the exercises, for the remaining 4.5 hours of the workshop. The first day was such a frustrating waste of time that I elected to not attend the second day. All of your instructors have a lot to learn about teaching.",0,United Kingdom
2017,10,Reproducible Research,0biher,Python,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Introducing new software. Not sure some of them will help my research. But is was interesting to learn about them.,,No,,Agree,Agree,Agree,Agree,,83,United Kingdom
2017,10,Reproducible Research,1behug,Python,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,"It was great that we learned various different things (OpenRefine, SQL, Python)  The helpers that were there were very nice and helpful.","The Python part was way too difficult and hard to follow..it would have been great to have much more practical examples. Also, there was no discussion of how to store the Python data / variable names / get a good overview of all Python analysis that was done, which I felt was therefore not reproducible.",No,,Neutral,Strongly agree,Strongly agree,Strongly agree,I thought it was nice to see that not all instructors had all answers - but they could help in showing me how to find a solution when you encounter such a problem (which was helpful for the future),73,United Kingdom
2017,10,Ecology,4antal,Python,Agree,,,,,,,,,,The SQL portion was very well taught. ,The instructor during the Python portion entered code too quickly and began speaking well before students had time to finish entering code.,No,,Agree,Agree,Agree,Agree,The instructor for SQL clearly had an excellent handle on the material and did an excellent job of teaching the material.,85,United States of America
2017,10,I don't know.,2stmai,Python,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,,,,,Agree,Agree,Agree,Agree,,90,United States of America
2017,10,Ecology,1susev,Python,Strongly agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,I thought the instruction was really good and I enjoyed learning about helpful programs I had never used such as OpenRefine and SQLite,I would have preferred to focus on fewer programs that we could have learned in greater detail. I felt there was too much switching around. ,No,,Agree,Agree,Agree,Agree,,78,United States of America
2017,10,Social Sciences,0chcre,Python,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,,,No,,Agree,Agree,Agree,Agree,,100,United States of America
2017,10,Geospatial,0sebel,R,,,,,,,,,,,,,,,,,,,,,
2017,10,I don't know.,2brcat,Python,Strongly agree,Disagree,Agree,Neutral,Neutral,Strongly agree,Agree,Agree,Disagree,Strongly agree,"The Open Refine section and overview of how to curate data were helpful and pitched at the right level for me, but the bits on Python were over my head. I felt I was just copying and pasting or typing what the instructor put on the screen, and wasn't always understanding what I was doing. ",The OpenRefine and SQLite work could have occupied more of the workshop. I felt I could do more with this (more that I understood anyway) than in the terminal. ,No,,Agree,Strongly agree,Strongly agree,Agree,"The instructors speaking about data curation, OpenRefine and SQLite had helpful slides and were engaged and engaging. ",80,United Kingdom
2017,11,Ecology,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Ecology,2klbow,R,Agree,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Diversity of applications,Introductions providing basic information,No,,Agree,Strongly agree,Agree,Strongly agree,Answer questions during the break,88,Canada
2017,10,Ecology,3kehmt,R,Strongly agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Agree,Wide coverage and introduction to varioussoftware,R sessions need to be slowed down,No,,Strongly agree,Strongly agree,Strongly agree,Agree,,77,Canada
2017,10,Ecology,1hobri,R,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Disagree,ability to practice,"the 2nd day of R teaching of dpylr needed improvement.  The dplyr was burned through at a pace and with insufficient explanation of what the commands do. At that pace, homework prior to coming in needed to be given. The ggplot was explained well, BUT the instructor kept taking away the code to show us a huge picture of a graph. Resizing is ok, but keep the code up (!) . We can see the dang graph on our own computers, assuming we can get the code typed in.",No,,Disagree,Agree,Agree,Neutral,"The first day there was a helper that was not here on  the second day. He helped me get connected (security issues made it hard to get on),  he looked at my code and taught me simple but wonderful things - like how the pipe in R is not a pipe - like in bash (that was worth the trip). I did not appreciate the R instructor the next day. Pace was wrong. She spent time talking up the main instructor and was not much interested in helping.",35,Canada
2017,10,I don't know.,0arval,R,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,"Keeping it just to the basics of the elements covered (R, SQL, spreadsheets, Open Refine).",I'd like to know more how all four elements can work better together,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,The red stickies use allowed the helper to know when I needed help.  They were very clear in communicating what was wrong and how to fix it.,99,Canada
2017,10,Ecology,1joduk,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Diversity of topics and display of ineroperability between software and platforms,Giving more case studies to bring the elements together and making sure the context of what we are doing is fully understood.,No,,Agree,Strongly agree,Strongly agree,Agree,Instructors were quick to respond and helped clarify basic areas like reminding us that we have to re-run preceding lines of code to make subsequent code work,85,Canada
2017,10,Ecology,2tasch,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Stickies were great, number of helpers was appropriate","include options for more difficult/easier challenges, include additional datasets",No,,Neutral,Strongly agree,Strongly agree,Neutral,an instructor went above and beyond to walk through an issue I had even though the code was correct,100,Canada
2017,10,Ecology,0mocro,R,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Information was presented very clearly!,"I would have needed almost twice the time allotted to get through the R section of the second morning. My red sticky only worked when I waved my arm and I fell way behind, trying to type and listen all at the same time. I ended up frantically copying what was on the screen rather than having any time to undertsand what I was typing. But obviously there is a lot to fit into two days and you want to cover as much as possible (and so do I!) but it was at a vastly different pace from the whole rest of the workshop, with a lot more to understand and yet much less time allowed for it. ",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Everytime I requested help, the help of the instructor always removed whatever obstacle was preventing me from getting any further! They were brilliant!",100,Canada
2017,10,Ecology,1geoud,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,the variaty of topics and solutions to common problems that were covered,"to me, the introduction to R was very basic as I've been programming quite a lot with R",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,the challenges were a nice way to start thinking by myself,89,Canada
2017,10,Ecology,2tocon,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Great intro to a few basic tools, great intro to data standards in general and to best practices","Would have appreciate more focus on naming and commenting conventions (i.e. how to name informative files/folder directories, how to make good comments, how to structure scripts). Basically a little more info how the conventions of making clear , easy to read scripts that anyone else (/future me) can easily interpret.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I asked a question and they did not hesitate to stop the current example and show the answer to my question,100,Canada
2017,10,Ecology,1lospa,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,"Great balance of topics covered, background of teachers, and help during the workshop with any issues that come up.",Coverage of spreadsheets in particular could be shorter,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Taught more efficient ways to use R,100,Canada
2017,10,Ecology,1grcha,R,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Accessible for people with no prior knowledge of these software   Very knowledgeable instructors + helpers   Efficient time management   Introduction to complementary software  ,Repeating why we are using specific commands and choosing specific software a few times so people remember and can hear if they are a bit behind    ,Yes,,Agree,Strongly agree,Strongly agree,Strongly agree,,93,Canada
2017,10,Ecology,7edflo,R,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Having multiple instructors and helpers really made the workshop flow efficiently.,"Some aspects (e.g. detailed analysis in R) were too fast to keep up with, but overall it was not a major issue.",No,"Not for myself, but I recognize that there were several attendees with English as a second language. In this case, it would be good to speak more slowly.",Agree,Agree,Agree,Agree,,83,Canada
2017,10,Ecology,2brwaz,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,,,No,,Strongly agree,Agree,Agree,Strongly agree,,90,Canada
2017,10,Ecology,4thmil,R,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,"Knowledgeable instructors,   efficient examples,   great attention to trainees.",working with different data sources.  ,No,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,was able to respond to a query that was a bit confusing,83,Canada
2017,10,Reproducible Research,5VArou,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,"quality of instructors, small example datasets to explore, files and lessons online--can review before, during and after workshop","dual screens, or instruct folks to follow along on a side screen?",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"asked about to know more about something not part of the lesson plan, and an instructor took time afterwards to show me so I could understand the concept",100,Canada
2017,10,Ecology,1decyp,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Materials was clear and resources easy to find.  Installation and download was simple and straight forward.  Instructor knowledge was good.  Willingness of students to work together was very helpful.,SQL before the completion of R work.  Opportunity to work on personal data or project.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,95,Canada
2017,10,Ecology,1Frlar,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,#NAME?,#NAME?,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,#NAME?,95,Canada
2017,10,Reproducible Research,1vreas,Python,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,"Interesting and applicable content, skills of the instructors, availability and skills of the helpers","It was all good, but I missed part of the lecture towards the end as I had technical issues with running ggplot. But I am sure I will be catch up the missing pieces on my own.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,My learning experience was affected positively when instructor included jokes and also demonstrated why the topic we were learning was important.,100,United States of America
2017,9,I don't know.,5sl127,Neither,Strongly agree,Disagree,Agree,Agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Have not taken the workshop yet,Have not taken the workshop yet,No,,,,,,,,United States of America
2017,9,,6reagg,Python,,,,,,,,,,,,,,,,,,,,,
2017,9,I don't know.,1auagg,Python,,,,,,,,,,,,,,,,,,,,,
2017,9,Ecology,3chdam,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,No,,Agree,Agree,Strongly agree,Agree,,90,United States of America
2017,9,Ecology,0inmcs,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Agree,"Friendly, knowledgeable presenters, willing to help. Presenters made themselves available whenever there was a question in the room.","Separate into novice, beginning users, and advanced users. My questions held others back that was more advanced than I. There was a lot of information to cover, however, the presenters were able to provide enough information",No,,Agree,Agree,Agree,Strongly agree,"Instructors were good in showing me what to do, however, I consider myself an extreme novice. I didn't feel that I understood what I was doing but that should improve with practice. It would have been good to know if there is a 'next step' to continue the learning. This is an amazing tool for data analysis!",95,United States of America
2017,9,Ecology,1sd303,R,Strongly agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Data was available and cheat sheets were given for help. Breaks were given and instructors were friendly and made you believe you could do it when clearly I was on #teamstruggle,Less time on data cleaning and more time on the r analysis segment. The last segment was heavy and kind of rushed through at the end due to the complexity and overall exhaustion of students.,No,,Agree,Agree,Strongly agree,Agree,"Kari was consistently optimistic and helpful in the presence of confusion, discouraged minds, and dismay with data.",100,United States of America
2017,9,Ecology,1chlak,R,Strongly agree,Neutral,Strongly agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly agree,Neutral,The very beginning in which we did the exercise to combine the tables.,Extend it to 2 days to spend more time introducing and explaining the material,No,Not Applicable,Neutral,Agree,Neutral,Agree,Not Applicable,30,United States of America
2017,9,Ecology,4lapac,R,,,,,,,,,,,,,,,,,,,,,
2017,9,Ecology,4miova,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,detail,focus on bones as opposed to the higher level things since they can be explored online,Yes,admin rights,Agree,Agree,Agree,Agree,easy explanations,100,United States of America
2017,9,Ecology,3laken,R,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,It's practicality and the number of tools  and resources available to the class. ,"perhaps more breaks getting into the R studio part, or pauses. It seemed unusually long doing examples and challenges right after in a repetitive fashion. ",No,,Agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,9,I don't know.,4micre,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,"Really like the fact that it was hands on, and you could code along with the instructors.",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
2017,9,Genomics,1kains,R,,,,,,,,,,,,,,,,,,,,,
2017,9,Reproducible Research,2duhol,Python,Strongly agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly agree,Neutral,Agree,Overview over key techniques to analyze data,"start on time; trying to sort software issues beforehand; cover less ground, especially with Python; have the coding somewhere at hand that it can be cut-and-pasted so that minor spelling mistakes do stop the functioning of the examples",No,,Agree,Strongly agree,Strongly agree,Strongly agree,,90,United Kingdom
2017,9,Reproducible Research,2bowyt,Python,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,"The FLOSS software covered in the workshop.  The trainers and helpers.  The pre-workshop software setup - saved a lot of time on the days.  The accessibility of the workshop for Oxford staff and researchers (pace, entry level, cost/free of charge, location, timing).  Being able to use your own laptop so that you already have all the software installed after the course.  The online documentation.  The venue and refreshments were good too.","The software setup could be fine-tuned.  Explaining how to work with code, never easy, but it was the most challenging part of the workshop.  Venue was very cold.",No,,Strongly agree,Strongly agree,Agree,Strongly agree,"I really liked the green/red post-it system, I find it difficult to ask for help on courses. A helper was able to quickly get me back on track when I'd forgotten how to find a feature in the software.",95,United Kingdom
2017,9,I don't know.,2samon,Python,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,great,great,No,,Neutral,Agree,Agree,Neutral,,96,United States of America
2017,9,Reproducible Research,0mafor,Python,Strongly agree,Strongly disagree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,,,Yes,,Neutral,Strongly agree,Agree,Agree,,23,United Kingdom
2017,9,I don't know.,,,,,,,,,,,,,,,,,,,,,,,
2017,9,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,I don't know.,7vykhs,I don't know./I don't remember.,,,,,,,,,,,,,,,,,,,,,
2017,9,Reproducible Research,3dafai,R,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,,No,,Neutral,Agree,Agree,Strongly agree,,100,United States of America
2017,9,Genomics,4jutob,R,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,"Accessible, easy to follow, informative, well prepared, well presented",,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Answer all questions even if they seemed dumb or too simple, or even wrong",100,United States of America
2017,9,Ecology,3prmas,R,,,,,,,,,,,,,,,,,,,,,
2017,9,I don't know.,2vebee,R,,,,,,,,,,,,,,,,,,,,,
2017,9,I don't know.,1Fawar,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,A vast array of topics were covered. The etherpad made checking the script possible ,Our instructor rachel Schwarz flew through the material without providing a strong basis. I have worked with programming languages before as a hobby but could not keep up and simultaneously understand what was happening. I have pity on those with no experience.   To my mind the purpose of having an instructor is to interact with the material and be guided last vommon misunderstandings by an expert. Ms Schwarz moved so quickly and spent so little time explaining I may as well have just watched a video and read stack exchange.   I truly felt the workshop was only barely worth the money... I could have taught myself everything we covered.   In contrast some of the other staff seemed not only more knowledgeable but also more willing to help.   I highly recommend replacing ms. Schwarz if possible. ,No,,Neutral,Agree,Agree,Neutral,Some of the instructors were extremely knowledgeable and very gifted at explaining the problems which occurred. ,26,United States of America
2017,9,Geospatial,1BALUT,R,Neutral,Agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Data Analysis  New tools  New knewlegde  ,Feedback from the participants,No,,Neutral,Agree,Agree,Neutral,,100,United States of America
2017,9,I don't know.,,,,,,,,,,,,,,,,,,,,,,,
2017,9,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,I don't know.,0popar,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Live help and examples,Unsure,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They were great with assistance coding and explaining. ,100,United States of America
2017,9,I don't know.,1neatl,R,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,"Clarity, pacing during the portion using R, answering questions",Giving more basic definitions (like databases) during the first section,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,They were very open to answering questions and just seemed relatable and not like those computer geniuses that talk down to non-computer geniuses,91,United States of America
2017,9,Reproducible Research,2fodog,R,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Strongly agree,Very useful aspects of R and SQL language were covered (even if not in the best manner); Having GitHub linked to the professor's Rstudio code was a plus (even if it was taking very long time to be updated); The use of etherpad was also helpful; having the food in the same room allowed more time efficiency; helpers were also very good. ,"Less time with spreadsheet part, or even removing it at all. Slow down specially when most of the group wasn't following the code and the helpers were all around talking but the professor kept talking further anyways; The SQL part could be better addressed, it wasn't really motivating and many people left; Having the github code for all the sections and updated more frequently.",No,,Agree,Neutral,Disagree,Neutral,"Sometimes most of the group was having issues, the helpers would be around trying to help but the professor kept moving forward.  The SQL and spreadsheet parts were specially confusing and not so motivating.",90,United States of America
2017,9,Ecology,1grlak,R,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,"constant help with questions, covered a wide variety of topics, interesting graph features were covered (like the color palettes for visually impaired)","Start with the basics, don't assume people know anything yet, slow down on the more complicated stuff, maybe have a starting project that people can download ahead of time the has simple lines to be run so people get an idea of how it works ahead of time",No,,Agree,Agree,Neutral,Agree,,90,United States of America
2017,9,I don't know.,7ancre,R,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Disagree,I needed some basic exposure to both R and SQL.,"Longer would be better, or stick to one topic (e.g., R or SQL). And I still like to be able to look things up in a book, so a list of good basic references would be helpful.",No,,Agree,Agree,Agree,Agree,,90,United States of America
2017,9,Ecology,1orhan,R,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,,,No,,Strongly agree,Agree,Strongly agree,Agree,,90,United States of America
2017,9,I don't know.,1qusou,R,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Neutral,"The Excel tips were useful, the instructors were also good and knowledgable about the material.The material was useful especially learning how to make plots in R. ","Even though the workshop said you needed no prior knowledge of R, I thought it was taught in a way that made it seem like should have had some previous knowledge. The commands, jargin and syntax were tossed out pretty casually without a lot of previous explanation. Someone who has not had previous experience with programming doesn't know what things like ""is.na"" and ""=True vs =False"" and ""!"" mean or how they are used. Trying to catch onto things like this while also following everything else made it difficult to keep up. ",No,,Agree,Agree,Agree,Agree,The extra helpers were really great because otherwise it would be very easy to get lost and not be able to catch back up or have to slow down the whole class while one student caught back up. ,76,United States of America
2017,9,Reproducible Research,5mowoo,R,Agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,,Strongly agree,"Enthusiastic instructors and assistants who were very patient with us!   This was a mixed ability group and I appreciated the differentiated challenges set up by Dr. Schwartz. The Etherpad and Dr.Shchwartz posting the scripts live her github was very helpful!  The SQL past was awesome, it was delivered at a more gentle pace compared to R.",Perhaps spend less time on excel in order to slow down and devote more time to R.,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"On several occasions, I got frustrated because the script was not working. The helpers patiently went through my script and pointed that everything was in order and gently told that there was a typo that need to be fixed.",100,United States of America
2017,9,Ecology,2cobus,R,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Strongly agree,Neutral,Agree,Challenge Questions,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All of the instructors were very helpful!,100,United States of America
2017,9,Ecology,4watio,R,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,The information was provided clearly,"There is a lot of information provided. By the end of the day (somewhere around 3 pm), I could no longer focus on the topic. Although lunch and breaks were given, challenges were assigned during these times. For myself, that had very little familiarity with R, it was too much information in too short of a time without a chance to stretch my legs, so to speak. I would suggest a shorter day, at least for the first part of the program or maybe spend less time on Excel so that R can be taken at a slower pace.",No,,Agree,Agree,Agree,Agree,,76,United States of America
2017,9,I don't know.,1clpen,R,Strongly agree,Agree,Agree,Neutral,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,"Program was great in introducing tons of information in regards to R, or for filling in gaps of knowledge.","Check in every once and a while to make sure all participants are current with code, sometimes the cursor on the screen moved way to fast to follow what was actually happening. A list of commands and functions would have been helpful to have, as well for the challenges. Might be useful to change the space so that it is easier to work in smaller groups rather than pairs? ",No,,Agree,Agree,Neutral,Strongly agree,,71,United States of America
2017,9,Reproducible Research,2sjkin,R,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,the workshop host/leaders were knowledgeable and eager to help participants,"I would shorten it by two hours, I really had trouble grasping material at the end of the workshop. Or just have the last two hours be group work where we use all the skills learned. Something where we get data, fix any bad formatting, then apply the codes taught. ",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"I think they took into consideration the level everyone might be on to answer questions and provide examples. For example, the data sheet used to determine better formatting was set to mimic how biologist might store data realistically. ",99,United States of America
2017,9,I don't know.,4prspe,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,I really enjoyed this workshop and got a lot more out of it than I anticipated. ,Python!! I use GIS and would love to see a Python workshop.,Yes,,Strongly agree,Agree,Agree,Strongly agree,,95,United States of America
2017,9,Ecology,,,,,,,,,,,,,,,,,,,,,,,
2017,9,I don't know.,0GUKIN,R,Strongly agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,"Instructors can slow down a little bit, and give more time to students to digest the materials.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,9,I don't know.,2oscal,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,A lot of material was covered and it got me up to speed where I can now work on teaching myself the basics of R. This workshop helped to make R more approachable and I hope to incorporate it into my data analysis practices in the future,"It would be a lot easier to digest if we started out with a very small data set for the first hour or so, just so I can flip back and forth between seeing the entire data set and using R functions. By working only with large datasets, it took longer to catch on. Not only was I learning all the functions of R, but I was also trying to remember all of the variables that were included with the data.",No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I was able to ask questions when I fell behind and a helper was able to pick out my mistakes and get me back on track with little disruption ,100,United States of America
2017,9,I don't know.,1locol,R,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,good teacher-student engagement  ,spend less time on introduction/excel and more time on R training,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,90,United States of America
2017,9,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Ecology,0wamon,R,Strongly agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Learned about some of R's capabilities,I feel that the first day of R went too fast. Once I typed a code wrong and had to troubleshoot I fell behind and had a hard time catching up.  The etherboard script was not updating in good enough real time to help me out.  Sometimes it did not refresh for 10-15 mins which really put me behind.  It would have been great to  have handouts of some of the basic coding terms.  I know they were online but again flipping back and forth on my laptop slowed me down and I fell behind even more.  The plotting with R section moved at a better pace.,No,,Agree,Strongly agree,Strongly agree,Strongly agree,,75,United States of America
2017,9,Ecology,1wasun,R,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,No,,Strongly agree,Strongly agree,Agree,Strongly agree,,100,United States of America
2017,9,Ecology,1kawai,R,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Easy introduction to R language,Maybe SQL and R be excluded into two separate workshops,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,100,United States of America
2017,10,I don't know.,2oscal,R,,,,,,,,,,,,,,,,,,,,,
2017,9,Reproducible Research,1exhig,R,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,The presenters were knowledgeable.  The green and blue stickies worked well for signalling.  The sessions started and ended on time,"Presenters who have typed n lines should not then go back and change line n-k.  Doing so makes note taking difficult.  If line n-k needs correcting, comment it out and enter the corrected version  as line n+1.  If line n-k is a building block for an longer line, copy it, paste it to line n+1 and added the other building blocks for the longer line there.    The presentations on Excel and SQL were frustrating because the clicking of icons was sometimes too rapid to follow and then  difficult to reconstruct.  If point-and-click software must be used, the workshop should include handouts listing the sequence of clicks required to achieve desired effects.",No,,Neutral,Neutral,Neutral,,"The presenter on Excel and SQL was too often vague and far too often padded sentences with ""sort of,"" ""kind of,"" ""generally,"" ""like,"" ""you know"".",70,United States of America
2017,9,Ecology,5depow,R,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,the food was awesome!,It often felt like there were many conversations going on around the classroom. I understand that the 'helpers' are pivotal but it was extremely hard to follow at times because of this. ,No,,Agree,Strongly agree,Agree,Agree,,50,United States of America
2017,9,Reproducible Research,2sjkin,R,,,,,,,,,,,,,,,,,,,,,
