Start Date,End Date,ID,Domain,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,OS,Programming-Usage,Data-Satisfaction,Why-Attending,Column23,Column24,Column25,Column26,Exposure-Workshop,Column27,Column28,Column29,Column30,Column31,Column32,Language-Covered,Spreadsheet-Rules-R,Column33,Column34,Column35,Column36,Data-Structure-R,Read-Data-R,Read-Data-Reasoning-R,Check-Data-R,Column37,Column38,Column39,Plotting-R,Plotting-Reasoning-R,Column40,Column41,Column42,Spreadsheet-Rules-Python,Column43,Column44,Column45,Column46,Data-Structure-Python,Read-Data-Python,Read-Data-Reasoning-Python,Check-Data-Python,Column47,Column48,Column49,Plotting-Python,Plotting-Reasoning-Python,Column50,Column51,Column52,Raw-Data,Write-Program,Search-Answers,Overcome-Problem,Programming-Confidence,Programming-Reproducible,Hope-To-Learn
09/18/2017 11:24:16 AM,09/18/2017 11:33:22 AM,3chtra,,Bioinformatics/Genomics,,,,,,Humanities,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,I have never used these tools,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,C,"A: contacts = pd.read_csv(""data.txt"")","will work, the data is a csv file with headers",Use the type() function to see information about the data.,,,,A: ggplot <- df,"will work, because it contains all of the necessary information.",,,,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,"I would like to know how to organise my data, and use Python and/or R to do bioinformatics research on my data"
09/18/2017 05:02:47 AM,09/18/2017 05:06:20 AM,1molin,,,,,,,,Humanities,,,,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Agree,Agree,Strongly agree,
09/18/2017 02:37:20 AM,09/18/2017 02:37:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/18/2017 01:29:32 AM,09/18/2017 02:18:56 AM,3javer,,,,,Computer Science,,Engineering,,,,,,,,,Graduate Student,,,,,,,,Windows,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,,,C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,,,"C: ggplot(df, aes(x, y))",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Agree,Neutral,Neutral,I want to learn all the techniques of using R to analyze and interpret large amounts of data .
09/17/2017 04:49:01 PM,09/17/2017 04:49:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/17/2017 12:54:05 PM,09/17/2017 01:00:20 PM,1neman,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Windows,Not sure,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/17/2017 11:35:26 AM,09/17/2017 11:46:50 AM,5tztsr,,,,,,,,,,,Mathematics or Statistics,,,,,,,,,,,,Postgraduate,Windows,Not sure,Not sure,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,i want to use this tool in the work place 
09/17/2017 10:44:18 AM,09/17/2017 03:09:30 PM,2gihom,,,,,,,,,,,,,,Statistics,,Graduate Student,,,,,,,,Windows,I have never used these tools,Neutral,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/17/2017 09:56:15 AM,09/17/2017 10:14:35 AM,7vykhs,,,,,,,,,,,Mathematics or Statistics,,,,,,,,,,,,Postgraduate,Windows,I have never used these tools,Not sure,,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly agree,Neutral,Agree,Neutral,Agree,i wana learn more about data science and how can i use it in real life or how can i apply it on real world
09/16/2017 04:12:19 PM,09/16/2017 04:22:21 PM,1poext,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Windows,Less than once a year,Neutral,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,Neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,I hope to learn R
09/16/2017 11:16:25 AM,09/16/2017 11:27:18 AM,1sajux,,,,,,,,Humanities,,,,,Social Sciences,,,Graduate Student,,,,,,,,Apple/Mac OS,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,,,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,,A,"B: contacts = pd.read_csv(""data.txt"", header = 1, delimiter = "","")","will NOT work, you need to specify options for all parameters to a function",,,Type the name of the data frame to display the whole dataset.,,"D: ggplot(df, aes(x,y)) + geom_point()",,"will NOT work, because you need to specify the type of plot that you want.",,,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,SQL for data management
09/15/2017 09:45:55 AM,09/15/2017 09:46:01 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/15/2017 09:22:28 AM,09/15/2017 09:25:59 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/15/2017 08:30:34 AM,09/15/2017 08:45:04 AM,3plmmn,,,,,Computer Science,,,,,,,,,,,Graduate Student,,,,,,,,Windows,Several times a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,how to use programming packages R and python and how to clean raw data is the main objective
09/15/2017 08:04:41 AM,09/15/2017 08:13:45 AM,4poses,,,,,,,,,,,,,,Statistics,,Graduate Student,,,,,,,,Windows,I have never used these tools,Not applicable,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Analysing data and acquiring more skills in programming
09/15/2017 07:47:05 AM,09/15/2017 08:13:18 AM,6vhtsh,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Very unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,,Put each observation in its own row.,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly disagree,Agree,Agree,Neutral,Neutral,programming  data analysis
09/15/2017 07:47:07 AM,09/15/2017 08:03:35 AM,1poseg,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Windows,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,I am hoping to learn and fully understand R programming language
09/15/2017 07:37:18 AM,09/15/2017 08:08:08 AM,3bokgo,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Windows,Several times a year,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Disagree,Neutral,Neutral,Disagree,programming language R  
09/15/2017 07:24:47 AM,09/15/2017 07:41:54 AM,2plsho,,,,,,,,,,,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Windows,Not sure,Very satisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,A: contacts <- read.csv(“data.txt”),"will work, the data is a csv file with headers",,,Type the name of the data frame to display the whole dataset.,,None of the above will work.,"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,"I wanna know how to use R,gain knowledge on data open refine and to get more information about Data Carpentry"
09/15/2017 05:01:34 AM,09/22/2017 11:36:08 AM,0biher,,,,,,,,Humanities,,,,,,,,,Postdoctoral Researcher,,,,,,,Apple/Mac OS,Several times a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,C,"C: contacts = pd.read_csv(""data.txt"", header = 0, delimiter = "","")","will NOT work, you need to specify options for all parameters to a function",,,,Use the contacts.shapes function to see the number of rows and columns in the dataset.,,,,,,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,Using new tools I have never used before
09/15/2017 12:37:06 AM,09/16/2017 11:57:18 AM,1duhol,,,,,,,,Humanities,,,,,,,,,,Faculty,,,,,,Windows,Daily,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,,,,,,,,,,,,Agree,Agree,Agree,Agree,Neutral,Agree,analyse and change existing data  interpret geographical data
09/14/2017 06:18:51 AM,09/14/2017 06:24:27 AM,3oxhar,,,,,,,,Humanities,,,,,,,,,,,,,Research Staff,,,Apple/Mac OS,Weekly,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Neutral,"A general introduction to possible uses for Python and SQL (I mainly use FileMaker Pro for data storage and analysis at present, but am interested in looking at other options and broadening my skillset)"
09/11/2017 11:38:35 AM,09/11/2017 11:38:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2017 08:01:15 AM,09/11/2017 08:03:00 AM,1bemon,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,GNU/Linux,Several times a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2017 06:18:17 AM,09/11/2017 06:18:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2017 04:34:59 AM,09/11/2017 04:37:25 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2017 04:36:13 AM,09/11/2017 04:39:14 AM,3ovhoo,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,Research Staff,,,Apple/Mac OS,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Agree,
09/11/2017 04:35:36 AM,09/11/2017 04:41:05 AM,4loart,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,,Other Staff,,GNU/Linux,Monthly,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data doesn’t have headers",Use the str() function to see information about the data.,,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,
09/11/2017 04:34:09 AM,09/11/2017 04:38:13 AM,2brwal,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,Proteomics,,,Postdoctoral Researcher,,,,,,,GNU/Linux,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,Read about it in a newsletter or university web site,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2017 04:33:49 AM,09/11/2017 04:39:26 AM,2kares,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Daily,Satisfied,To learn skills that I can apply to my current work,,,,,,Read about it in a newsletter or university web site,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Agree,,Agree,Agree,Agree,
09/11/2017 04:29:50 AM,09/11/2017 04:31:33 AM,0ganew,,,,,,,,,,,,,,Plant Sciences,,Graduate Student,,,,,,,,Windows,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/2017 08:56:57 AM,09/10/2017 09:15:17 AM,8luhil,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Windows,Several times a year,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,,Type the name of the data frame to display the whole dataset.,,B: ggplot(df),"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Neutral,Agree,Neutral,Disagree,Agree,New ways to analyze and plot data more effectively 
09/08/2017 04:29:01 AM,09/11/2017 05:08:25 AM,2nufar,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,Windows,Monthly,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",,,,,,,,,,Neutral,Agree,Agree,Neutral,Neutral,Agree,
09/06/2017 04:28:28 PM,09/06/2017 04:40:35 PM,4wobul,,,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,Apple/Mac OS,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,Twitter or other social media,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,
09/04/2017 03:30:07 PM,09/04/2017 03:30:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2017 10:54:03 AM,09/02/2017 10:56:15 AM,0mafor,,,,,,,,Humanities,,,,,,,,,Postdoctoral Researcher,,,,,,,Apple/Mac OS,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,
09/01/2017 06:54:18 AM,09/01/2017 07:04:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/2017 08:33:50 AM,08/31/2017 08:35:43 AM,2cosan,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/31/2017 08:27:53 AM,08/31/2017 08:37:13 AM,alma36,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,,,,Government Employee,,,,Windows,Several times a year,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,A: contacts <- read.csv(“data.txt”),"will work, the data is a csv file with headers",,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Neutral,Strongly agree,
08/31/2017 08:12:17 AM,08/31/2017 08:22:07 AM,2sjkin,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Several times a year,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will work, the data is a csv file with headers",,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Disagree,Agree,Agree,Agree,Disagree,Agree,
08/31/2017 06:35:48 AM,08/31/2017 06:42:04 AM,3jadan,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,I have never used these tools,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,changing professions and everyone in my new lab uses R,Received an email about the workshop,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Agree,Neutral,Neutral,never used R or SQL. Hope to learn.
08/31/2017 06:13:25 AM,08/31/2017 06:23:53 AM,5mowoo,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,GIS,,,,Faculty,,,,,,Windows,Less than once a year,Not applicable,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,Dr. Peter August ,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Practical tips to help my coding journey
08/30/2017 11:03:07 PM,08/30/2017 11:48:03 PM,3prmas,,Bioinformatics/Genomics,Biomedical/Health Sciences,,Computer Science,,,,,,,,,,Undergraduate Student,,,,,,,,,Apple/Mac OS,Daily,Neutral,,,,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,R,,,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,,Use the dim() function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,
08/30/2017 09:15:38 PM,08/30/2017 09:21:39 PM,2CLPEN,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,I have never used these tools,Not sure,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,,,"will NOT work, you need to specify a size for the points in your plot.",,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Agree,Neutral,Disagree,Agree,"I hope to learn basic functions of R, as well as best resources for continuing education in a non classroom setting."
08/30/2017 08:58:28 PM,08/30/2017 09:22:46 PM,0exhig,,,,,,,,,,,Mathematics or Statistics,,Social Sciences,,,,,Faculty,,,,,,Apple/Mac OS,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Disagree,Agree,Methods for moving data from spreadsheets to R.  Methods for version control.
08/30/2017 08:29:22 PM,08/30/2017 08:37:59 PM,1prhic,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,Other Staff,,Apple/Mac OS,I have never used these tools,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,How to do statistical analyses in R
08/30/2017 08:27:23 PM,08/30/2017 08:41:53 PM,0likin,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,TA,Windows,Not sure,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Agree,Disagree,Strongly agree,I would like to learn those tools because I am not good at computational programs.
08/30/2017 08:14:14 PM,08/30/2017 08:22:42 PM,3prspe,,,,,,,,,,,,,Social Sciences,GIS,,,,,,,,,Postgraduate,Windows,Monthly,Neutral,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,Options A and C will both work.,"will work, the data is a csv file with headers",,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,I am in need of a refresher on R and would like to learn more ways to clean data and manage it. 
08/30/2017 04:44:02 PM,08/30/2017 07:58:39 PM,1kawai,,,,,,,,,,Life Sciences,,,,Pharmacokinetics,,Graduate Student,,,,,,,,Windows,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,,Strongly agree,,,Strongly agree,I am looking forward to getting exposure to tools required to manage my research data. 
08/30/2017 07:43:27 PM,08/30/2017 07:52:47 PM,1locol,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,,Faculty,,,,,,Apple/Mac OS,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,
08/30/2017 06:45:22 PM,08/30/2017 06:51:28 PM,1neatl,,,,Business,,,,,,,,,,,Undergraduate Student,,,,,,,,,Windows,I have never used these tools,Very unsatisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,,Use the dim() function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Getting an idea of how to use R
