End Date,NewDate,Please indicate your relevant fields or disciplines.��Check all that apply.,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,What is your current status? Check all that apply.,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,What operating system is on the computer you are bringing to the workshop?,How often do you currently use any of the following?,Column24,Column25,Column26,"Please rate your level of satisfaction with your current data management and analysis workflow (i.e. how you collect, organize, store and analyze your data).",Why are you attending this workshop? Check all that apply.,Column27,Column28,Column29,Column30,How did you find out about this workshop? Check all that apply.,Column31,Column32,Column33,Column34,Column35,Column36,Which of the following programming languages��is being covered in your workshop?,Please rate your level of agreement with the following statements:,Column37,Column38,Column39,Column40,Column41,Please share what you most hope to learn from attending this workshop.,In what country is your workshop being held?,With��what gender do you most identify?,Column42,How would you describe yourself? Choose one or more of the following groups.,Column43,Column44,Column45,Column46,Column47,Column48,Column49
10/29/17 19:44,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/17 16:02,2017-10,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Several times per year,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,improve organization and efficiency. ,United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
10/29/17 10:07,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/17 10:06,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,Never,Less than once per year,Never,Never,Satisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Agree,Neutral,I hope to enhamce my data analysis and progrqamming skills,South Africa,,,,,,,,,,
10/28/17 11:40,2017-10,,,,Business/Economics,,,,,,,,,,,,,,Faculty,,,,,,,Windows,Never,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Agree,Neutral,Agree,Neutral,Agree,Agree,,Ethiopia,,,,,,,,,,
10/27/17 18:24,2017-10,,,,,,,,,,Life��Sciences,,,,,,,,,,Government Employee,,,,,Apple/Mac OS,Never,Less than once per year,Never,Never,Very unsatisfied,,,,,Familiarize myself with the subject matter covered,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Disagree,Agree,Neutral,Strongly disagree,Strongly disagree,The content covered and its importance,United States of America,Male,,,,,,,,I prefer not to say.,
10/27/17 15:04,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/17 7:48,2017-10,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,,,Retired/Not Employed,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Disagree,"I�۪m the credentialing exam specialist for Biotility, we administer the Biotechinian Assistant Credentialing Exam nationally to high school Juniors and seniors who are completing their states Biotech curriculum. I�۪m hoping to learn basic knowledge of R that I can apply to R Copy Detect, which will help us detect test collusion amongst test participants.  ",,,,,,,,,,,
10/27/17 7:09,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,"Materials science, forensic and pharmaceutical science  ",,,,,,,,,,lecturer and researcher,Windows,,,,,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Hope fully the training workshop will share as a lot of idea about programming language. In addition i will get a full of information about data carpentry which will be help full for my future carer. ,,,,,,,,,,,
10/27/17 6:35,2017-10,,,,,,,,,,,Mathematics or Statistics,,,,,,,,,Government Employee,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,,,,,,,By invitation letter.,I don't know/I don't remember,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,skilled in software.,,,,,,,,,,,
10/26/17 18:52,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Not applicable,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,"Learn R and use in my agriculture field design data analysis such as test of significance like ANOVA, T-Test , descriptive statistics and multiple comparisons, visualization of graphs, charts, plot designs etc",,,,,,,,,,,
10/26/17 14:18,2017-10,,,Biomedical/Health Sciences,,,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,
10/26/17 12:21,2017-10,,,,,,,,,,,,,,Education,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Neutral,I want to learn how to use OpenRefine more accurately and appropriately for my dissertation data. ,,,,,,,,,,,
10/26/17 11:46,2017-10,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,Life��Sciences,,,Social Sciences,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Agree,Disagree,Strongly agree,,,,,,,,,,,,
10/26/17 11:41,2017-10,,Bioinformatics/Genomics,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,,iDigBio summit programme of events,R,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,I'd like to dedicate some time to learning fundamental skills for working in R. So far I am using it on an as needed basis and wasting a lot of time fumbling around. ,,,,,,,,,,,
10/26/17 5:37,2017-10,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Not applicable,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,,,,,,,,,,,,
10/26/17 4:01,2017-10,,,,,Computer Science,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,,,As a requirement for my program/current position,,Received an email about the workshop,,,,,My friend/colleague told me about it,,Python,Agree,Agree,Agree,Neutral,Neutral,Strongly agree,"Learn about pandas, open fire. Learn python in terms of data analysis.",,,,,,,,,,,
10/26/17 2:33,2017-10,,,,,,,,,Library Sciences,,,,,,,Graduate Student,,,,,,,Retired/Not Employed,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Neutral,,,,,,,,,,,,
10/25/17 18:37,2017-10,,,,,,,,,Library Sciences,,,,,,,,,,,,Research Staff,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neutral,"Data cleaning, and using Python",,,,,,,,,,,
10/25/17 18:24,2017-10,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Neutral,Agree,Strongly agree,Agree,Disagree,Neutral,,,,,,,,,,,,
10/25/17 18:04,2017-10,,,,,,,,,,,,Physical Sciences,,"Management, Organizational Development, Scholarship of Teaching and Learning",,,,,,,,,Retired/Not Employed,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,,,,,,,,,,,
10/25/17 18:08,2017-10,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,,,,,,,,,,,,
10/25/17 17:40,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/17 16:50,2017-10,,,,,,,,,Library Sciences,,,,,,,,,,,,,,,Librarian,Apple/Mac OS,,,,,Not applicable,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Neutral,Basic understanding of how data is curated by academic researchers. ,,,,,,,,,,,
10/25/17 14:14,2017-10,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,Neutral,Disagree,Neutral,Agree,Disagree,Strongly agree,,,,,,,,,,,,
10/25/17 13:56,2017-10,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Agree,Agree,Agree,Disagree,Disagree,Agree,programming skills to help me with data analysis in my PhD journey,,,,,,,,,,,
10/25/17 11:07,2017-10,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,More efficient ways to clean and prepare data for analysis.,,,,,,,,,,,
10/25/17 11:05,2017-10,Agricultural or Environmental Sciences,,,,,Earth Sciences,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Python,Neutral,Agree,Neutral,Agree,Agree,Agree,I am looking to improve the work flow and improve my data visualization skills.,,,,,,,,,,,
10/25/17 10:04,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,Ecology,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,organizing data to make managing data analysis in R easy or manageable,,,,,,,,,,,
10/24/17 23:32,2017-10,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,Neither,Neutral,Strongly disagree,Neutral,Disagree,Disagree,Neutral,Organizing and managing Data,,,,,,,,,,,
10/24/17 21:04,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/17 20:02,2017-10,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Disagree,Agree,Agree,Neutral,Disagree,Agree,New skills and more about programming ,,,,,,,,,,,
10/24/17 18:08,2017-10,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Apple/Mac OS,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
10/24/17 20:55,2017-10,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Agree,Agree,Agree,Neutral,Agree,Strongly agree,,,,,,,,,,,,
10/24/17 17:15,2017-10,,Bioinformatics/Genomics,,,,Earth Sciences,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,"More info on databases. Currently comfortable with code, but not sure I'm doing so in the most efficient ways and would like to get some formal training. ",,,,,,,,,,,
10/24/17 17:02,2017-10,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,Python,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,,,,,,,,,,,,
10/24/17 17:28,2017-10,,,,,,Earth Sciences,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,Python,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,Organize my data in a programming-friendly format. ,,,,,,,,,,,
10/24/17 17:07,2017-10,,,,,,,,,,,,,,Cognitive and Information Sciences,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Strongly agree,Use of Python for analysis & data management,,,,,,,,,,,
10/24/17 17:00,2017-10,,Bioinformatics/Genomics,,,,,,,,,,,,Microbiology,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,,,,,,,,,,,,
10/24/17 16:42,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/17 16:51,2017-10,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Not sure,,,,,Unsatisfied,,,To learn skills that will help me get a job,,,,,Twitter or other social media,,,,,Neither,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,
10/24/17 16:43,2017-10,,Bioinformatics/Genomics,,,Computer Science,,,,,Life��Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,Python,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,I hope to refresh on basic techniques of Python and learn new techniques with SQL and other programs that are workshop specific.,,,,,,,,,,,
10/24/17 16:20,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,UNIX/Linux,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,Agree,Agree,Neutral,Agree,Neutral,Agree,to learn some tricks and common used ways of solving a problem,,,,,,,,,,,
10/24/17 16:18,2017-10,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Not sure,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Agree,Disagree,Agree,Strongly agree,,"data visualisations in python, useful libraries, data mining",,,,,,,,,,,
10/24/17 5:55,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/17 3:52,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,"Attended a course after the carpentary course (same location), and thought might be a good course to pariticpate",R,Neutral,Agree,Agree,Neutral,Neutral,Strongly agree,"Data preparation in general, R functions for preparing/summarizing the data, maybe some hints for big data and SQL.",,,,,,,,,,,
10/27/17 15:11,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,
10/23/17 7:29,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Not sure,,,,,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Agree,Disagree,Neutral,Ability to analyse Next Generation Sequence data,,,,,,,,,,,
10/23/17 7:20,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,To learn how to program using R ,,,,,,,,,,,
10/23/17 7:11,2017-10,,Bioinformatics/Genomics,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,learn more about  R,,,,,,,,,,,
10/23/17 7:08,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,,,,,,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly agree,To know and be able to use R or Python,,,,,,,,,,,
10/23/17 7:25,2017-10,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Agree,Agree,Neutral,Strongly agree,Analysis of the 16S amplicon and how to use Rstudio to analyse my data,,,,,,,,,,,
10/23/17 6:32,2017-10,,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,I am very excited about the workshop and looking forward to everything I can learn. Especially looking Forward to how to handle my raw data set that I am going to Export from my database RedCap soon.,,,,,,,,,,,
10/23/17 5:07,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,Postdoctoral Researcher,,,,,,,,,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Agree,Agree,Agree,,,To be a better data analysist,,,,,,,,,,,
10/23/17 3:50,2017-10,,,,,Computer Science,,,,,,,,,,,,,,,,Research Staff,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Neutral,Agree,Agree,Agree,Agree,I hope this will be some sort of revision and learning process for me. Its been long since i did programming.,,,,,,,,,,,
10/23/17 3:11,2017-10,Agricultural or Environmental Sciences,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,to learn how to prepare my data in a more efficient and elegant way,,,,,,,,,,,
10/23/17 2:59,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Neutral,Neutral,Disagree,Agree,Better understanding of the underlying mechanics of programming language to be able to better track possible problems.  ,,,,,,,,,,,
10/23/17 16:28,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
10/22/17 12:05,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/17 4:25,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Not sure,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Neutral,Agree,Agree,Neutral,Disagree,Neutral,,,,,,,,,,,,
10/20/17 11:42,2017-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/17 8:13,2017-10,,,,,,,,,,,,,,Architecture / Urban Design / Urbanism,,Graduate Student,,Faculty,,,,,,,Apple/Mac OS,,,,,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Disagree,Neutral,Agree,Disagree,Strongly disagree,Neutral,How to be able to use softwares for Data Analysis ,,,,,,,,,,,
10/20/17 8:07,2017-10,,,,,,,,Humanities,,,,,Social Sciences,,,,,Faculty,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,skills for analyses of data,,,,,,,,,,,
10/20/17 5:12,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,UNIX/Linux,,,,,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,,,,,,,,,,,,
10/20/17 5:26,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,,,,,,Research Staff,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,As a requirement for my program/current position,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,"Hope to learn how to usefully collect, clean and prepare data. Good library learning, compatibility with other platforms, to have a good online community for problem solving with others specifically in biological data analysis.  ",,,,,,,,,,,
10/20/17 4:36,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Neutral,Disagree,Neutral,Disagree,Strongly agree,use R for data analysis,,,,,,,,,,,
10/20/17 3:53,2017-10,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Neutral,Strongly disagree,Agree,Neutral,Disagree,Strongly agree,"A general knowledge on working with big data sets and what can be done with it, in a biological aspects. ",,,,,,,,,,,
10/19/17 7:21,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,Strongly agree,Neutral,Neutral,Neutral,Agree,Agree,,,,,,,,,,,,
10/19/17 5:56,2017-10,Agricultural or Environmental Sciences,,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Agree,I hope to acquire the requisite skills to analyze my data and to utilize available instruments for data processing and management,,,,,,,,,,,
10/19/17 6:36,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,Retired/Not Employed,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,,,,,,,,,,,,
10/19/17 5:18,2017-10,,,,,,,,,,Life��Sciences,,,,zoology,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,
10/19/17 5:04,2017-10,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,,,,,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Agree,Neutral,Strongly agree,Strongly agree,"I have had previous exposure to similar workshops, but find myself struggling every here and there to grasp concepts of computer language. I hope to improve it a bit more to an extent where I can do independent training for my research-specific needs.",,,,,,,,,,,
10/19/17 4:17,2017-10,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Agree,Agree,Strongly agree,Advanced methods of data analysis,,,,,,,,,,,
10/19/17 4:02,2017-10,,,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,,,,,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Neutral,Neutral,Disagree,Disagree,Neutral,,,,,,,,,,,,
